"campaignid","sample","family","genus","species","maxn"
"2020-10_south-west_stereo-BRUVs","IO264","Myliobatidae","Myliobatis","tenuicaudatus",1
"2020-10_south-west_stereo-BRUVs","IO264","Odacidae","Siphonognathus","caninis",2
"2020-10_south-west_stereo-BRUVs","IO264","Pinguipedidae","Parapercis","haackei",1
"2020-10_south-west_stereo-BRUVs","IO264","Pinguipedidae","Parapercis","ramsayi",2
"2020-10_south-west_stereo-BRUVs","IO264","Rhinobatidae","Trygonorrhina","dumerilii",1
"2020-10_south-west_stereo-BRUVs","IO266","Labridae","Austrolabrus","maculatus",1
"2020-10_south-west_stereo-BRUVs","IO266","Labridae","Coris","auricularis",4
"2020-10_south-west_stereo-BRUVs","IO266","Labridae","Suezichthys","bifurcatus",1
"2020-10_south-west_stereo-BRUVs","IO266","Monacanthidae","Acanthaluteres","brownii",1
"2020-10_south-west_stereo-BRUVs","IO266","Mullidae","Parupeneus","chrysopleuron",1
"2020-10_south-west_stereo-BRUVs","IO266","Oplegnathidae","Oplegnathus","woodwardi",1
"2020-10_south-west_stereo-BRUVs","IO266","Aracanidae","Anoplocapros","lenticularis",1
"2020-10_south-west_stereo-BRUVs","IO266","Scorpididae","Tilodon","sexfasciatus",1
"2020-10_south-west_stereo-BRUVs","IO266","Sparidae","Chrysophrys","auratus",1
"2020-10_south-west_stereo-BRUVs","IO267","Berycidae","Centroberyx","gerrardi",1
"2020-10_south-west_stereo-BRUVs","IO267","Berycidae","Centroberyx","sp1",14
"2020-10_south-west_stereo-BRUVs","IO267","Cheilodactylidae","Nemadactylus","valenciennesi",1
"2020-10_south-west_stereo-BRUVs","IO267","Labridae","Austrolabrus","maculatus",1
"2020-10_south-west_stereo-BRUVs","IO267","Labridae","Bodianus","frenchii",1
"2020-10_south-west_stereo-BRUVs","IO267","Labridae","Coris","auricularis",38
"2020-10_south-west_stereo-BRUVs","IO267","Labridae","Ophthalmolepis","lineolatus",1
"2020-10_south-west_stereo-BRUVs","IO267","Labridae","Suezichthys","bifurcatus",1
"2020-10_south-west_stereo-BRUVs","IO267","Monacanthidae","Nelusetta","ayraud",3
"2020-10_south-west_stereo-BRUVs","IO267","Scorpididae","Neatypus","obliquus",45
"2020-10_south-west_stereo-BRUVs","IO267","Serranidae","Caesioperca","spp",1
"2020-10_south-west_stereo-BRUVs","IO267","Serranidae","Epinephelides","armatus",2
"2020-10_south-west_stereo-BRUVs","IO267","Sparidae","Chrysophrys","auratus",10
"2020-10_south-west_stereo-BRUVs","IO269","Cheilodactylidae","Nemadactylus","valenciennesi",1
"2020-10_south-west_stereo-BRUVs","IO269","Dasyatidae","Bathytoshia","brevicaudata",1
"2020-10_south-west_stereo-BRUVs","IO269","Heterodontidae","Heterodontus","portusjacksoni",1
"2020-10_south-west_stereo-BRUVs","IO269","Labridae","Austrolabrus","maculatus",1
"2020-10_south-west_stereo-BRUVs","IO269","Labridae","Choerodon","rubescens",1
"2020-10_south-west_stereo-BRUVs","IO269","Labridae","Coris","auricularis",1
"2020-10_south-west_stereo-BRUVs","IO269","Labridae","Ophthalmolepis","lineolatus",4
"2020-10_south-west_stereo-BRUVs","IO269","Labridae","Pseudolabrus","biserialis",4
"2020-10_south-west_stereo-BRUVs","IO269","Monacanthidae","Meuschenia","galii",2
"2020-10_south-west_stereo-BRUVs","IO269","Oplegnathidae","Oplegnathus","woodwardi",1
"2020-10_south-west_stereo-BRUVs","IO269","Aracanidae","Anoplocapros","lenticularis",1
"2020-10_south-west_stereo-BRUVs","IO269","Serranidae","Caesioperca","spp",1
"2020-10_south-west_stereo-BRUVs","IO269","Serranidae","Epinephelides","armatus",1
"2020-10_south-west_stereo-BRUVs","IO269","Sparidae","Chrysophrys","auratus",4
"2020-10_south-west_stereo-BRUVs","IO269","Rhinobatidae","Trygonorrhina","dumerilii",1
"2020-10_south-west_stereo-BRUVs","IO272","Gerreidae","Parequula","melbournensis",3
"2020-10_south-west_stereo-BRUVs","IO272","Labridae","Austrolabrus","maculatus",1
"2020-10_south-west_stereo-BRUVs","IO272","Labridae","Coris","auricularis",15
"2020-10_south-west_stereo-BRUVs","IO272","Labridae","Ophthalmolepis","lineolatus",6
"2020-10_south-west_stereo-BRUVs","IO272","Labridae","Pseudolabrus","biserialis",1
"2020-10_south-west_stereo-BRUVs","IO272","Labridae","Suezichthys","bifurcatus",2
"2020-10_south-west_stereo-BRUVs","IO272","Monacanthidae","Meuschenia","venusta",1
"2020-10_south-west_stereo-BRUVs","IO272","Mullidae","Parupeneus","chrysopleuron",1
"2020-10_south-west_stereo-BRUVs","IO272","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","IO272","Myliobatidae","Myliobatis","tenuicaudatus",1
"2020-10_south-west_stereo-BRUVs","IO272","Pomacentridae","Chromis","klunzingeri",10
"2020-10_south-west_stereo-BRUVs","IO272","Scorpididae","Neatypus","obliquus",3
"2020-10_south-west_stereo-BRUVs","IO272","Serranidae","Caesioperca","spp",12
"2020-10_south-west_stereo-BRUVs","IO272","Tetraodontidae","Omegophora","armilla",1
"2020-10_south-west_stereo-BRUVs","IO273","Berycidae","Unknown","sp1",1
"2020-10_south-west_stereo-BRUVs","IO273","Gerreidae","Parequula","melbournensis",2
"2020-10_south-west_stereo-BRUVs","IO273","Heterodontidae","Heterodontus","portusjacksoni",1
"2020-10_south-west_stereo-BRUVs","IO273","Labridae","Austrolabrus","maculatus",1
"2020-10_south-west_stereo-BRUVs","IO273","Labridae","Coris","auricularis",7
"2020-10_south-west_stereo-BRUVs","IO273","Labridae","Ophthalmolepis","lineolatus",5
"2020-10_south-west_stereo-BRUVs","IO273","Labridae","Pseudolabrus","biserialis",10
"2020-10_south-west_stereo-BRUVs","IO273","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","IO273","Pomacentridae","Chromis","klunzingeri",25
"2020-10_south-west_stereo-BRUVs","IO273","Scorpididae","Neatypus","obliquus",4
"2020-10_south-west_stereo-BRUVs","IO273","Serranidae","Caesioperca","spp",1
"2020-10_south-west_stereo-BRUVs","IO273","Sparidae","Chrysophrys","auratus",5
"2020-10_south-west_stereo-BRUVs","IO275","Berycidae","Centroberyx","gerrardi",4
"2020-10_south-west_stereo-BRUVs","IO275","Callanthiidae","Callanthias","australis",4
"2020-10_south-west_stereo-BRUVs","IO275","Carangidae","Pseudocaranx","spp",1
"2020-10_south-west_stereo-BRUVs","IO275","Gerreidae","Parequula","elongata",3
"2020-10_south-west_stereo-BRUVs","IO275","Labridae","Suezichthys","bifurcatus",2
"2020-10_south-west_stereo-BRUVs","IO275","Monacanthidae","Nelusetta","ayraud",7
"2020-10_south-west_stereo-BRUVs","IO275","Neosebastidae","Neosebastes","pandus",1
"2020-10_south-west_stereo-BRUVs","IO275","Oplegnathidae","Oplegnathus","woodwardi",4
"2020-10_south-west_stereo-BRUVs","IO275","Triakidae","Mustelus","antarcticus",1
"2020-10_south-west_stereo-BRUVs","IO276","Carangidae","Pseudocaranx","spp",2
"2020-10_south-west_stereo-BRUVs","IO276","Carangidae","Seriola","hippos",2
"2020-10_south-west_stereo-BRUVs","IO276","Carangidae","Seriola","lalandi",1
"2020-10_south-west_stereo-BRUVs","IO276","Monacanthidae","Nelusetta","ayraud",11
"2020-10_south-west_stereo-BRUVs","IO276","Oplegnathidae","Oplegnathus","woodwardi",1
"2020-10_south-west_stereo-BRUVs","IO277","Berycidae","Centroberyx","gerrardi",4
"2020-10_south-west_stereo-BRUVs","IO277","Monacanthidae","Nelusetta","ayraud",7
"2020-10_south-west_stereo-BRUVs","IO277","Oplegnathidae","Oplegnathus","woodwardi",4
"2020-10_south-west_stereo-BRUVs","IO277","Rhinobatidae","Trygonorrhina","dumerilii",1
"2020-10_south-west_stereo-BRUVs","IO278","Berycidae","Centroberyx","gerrardi",2
"2020-10_south-west_stereo-BRUVs","IO278","Callanthiidae","Callanthias","australis",21
"2020-10_south-west_stereo-BRUVs","IO278","Gerraidae","Parequula","elongata",3
"2020-10_south-west_stereo-BRUVs","IO278","Labridae","Suezichthys","bifurcatus",1
"2020-10_south-west_stereo-BRUVs","IO278","Monacanthidae","Nelusetta","ayraud",6
"2020-10_south-west_stereo-BRUVs","IO278","Oplegnathidae","Oplegnathus","woodwardi",3
"2020-10_south-west_stereo-BRUVs","IO280","Gerraidae","Parequula","elongata",4
"2020-10_south-west_stereo-BRUVs","IO280","Monacanthidae","Nelusetta","ayraud",6
"2020-10_south-west_stereo-BRUVs","IO280","Oplegnathidae","Oplegnathus","woodwardi",2
"2020-10_south-west_stereo-BRUVs","IO280","Pristiophoridae","Pristiophorus","cirratus",1
"2020-10_south-west_stereo-BRUVs","IO280","Scyliorhinidae","Asymbolus","occiduus",1
"2020-10_south-west_stereo-BRUVs","IO280","Squalidae","Squalus","spp",1
"2020-10_south-west_stereo-BRUVs","IO290","Carangidae","Pseudocaranx","spp",2
"2020-10_south-west_stereo-BRUVs","IO290","Gerraidae","Parequula","elongata",2
"2020-10_south-west_stereo-BRUVs","IO290","Monacanthidae","Meuschenia","scaber",2
"2020-10_south-west_stereo-BRUVs","IO290","Monacanthidae","Nelusetta","ayraud",9
"2020-10_south-west_stereo-BRUVs","IO290","Oplegnathidae","Oplegnathus","woodwardi",2
"2020-10_south-west_stereo-BRUVs","IO290","Squalidae","Squalus","spp",1
"2020-10_south-west_stereo-BRUVs","IO290","Triakidae","Furgaleus","macki",1
"2020-10_south-west_stereo-BRUVs","IO291","Carangidae","Pseudocaranx","spp",2
"2020-10_south-west_stereo-BRUVs","IO291","Monacanthidae","Nelusetta","ayraud",11
"2020-10_south-west_stereo-BRUVs","IO291","Neosebastidae","Neosebastes","nigropunctatus",1
"2020-10_south-west_stereo-BRUVs","IO291","Rhinobatidae","Trygonorrhina","dumerilii",2
"2020-10_south-west_stereo-BRUVs","IO291","Urolophidae","Trygonoptera","mucosa",1
"2020-10_south-west_stereo-BRUVs","IO293","Monacanthidae","Meuschenia","scaber",1
"2020-10_south-west_stereo-BRUVs","IO293","Monacanthidae","Nelusetta","ayraud",6
"2020-10_south-west_stereo-BRUVs","IO293","Pinguipedidae","Parapercis","ramsayi",3
"2020-10_south-west_stereo-BRUVs","IO293","Urolophidae","Urolophus","circularis",1
"2020-10_south-west_stereo-BRUVs","IO294","Carangidae","Pseudocaranx","spp",1
"2020-10_south-west_stereo-BRUVs","IO294","Labridae","Coris","auricularis",1
"2020-10_south-west_stereo-BRUVs","IO294","Labridae","Suezichthys","bifurcatus",1
"2020-10_south-west_stereo-BRUVs","IO294","Monacanthidae","Nelusetta","ayraud",13
"2020-10_south-west_stereo-BRUVs","IO294","Oplegnathidae","Oplegnathus","woodwardi",1
"2020-10_south-west_stereo-BRUVs","IO294","Triakidae","Mustelus","antarcticus",1
"2020-10_south-west_stereo-BRUVs","IO295","Carangidae","Pseudocaranx","spp",1
"2020-10_south-west_stereo-BRUVs","IO295","Monacanthidae","Nelusetta","ayraud",7
"2020-10_south-west_stereo-BRUVs","IO295","Neosebastidae","Neosebastes","pandus",1
"2020-10_south-west_stereo-BRUVs","IO295","Oplegnathidae","Oplegnathus","woodwardi",5
"2020-10_south-west_stereo-BRUVs","IO295","Platycephalidae","Platycephalus","spp",1
"2020-10_south-west_stereo-BRUVs","IO297","Carangidae","Pseudocaranx","spp",2
"2020-10_south-west_stereo-BRUVs","IO297","Carcharhinidae","Carcharhinus","plumbeus",1
"2020-10_south-west_stereo-BRUVs","IO297","Monacanthidae","Nelusetta","ayraud",9
"2020-10_south-west_stereo-BRUVs","IO297","Oplegnathidae","Oplegnathus","woodwardi",2
"2020-10_south-west_stereo-BRUVs","IO298","Callanthiidae","Callanthias","australis",1
"2020-10_south-west_stereo-BRUVs","IO298","Gerraidae","Parequula","elongata",1
"2020-10_south-west_stereo-BRUVs","IO298","Monacanthidae","Nelusetta","ayraud",10
"2020-10_south-west_stereo-BRUVs","IO298","Oplegnathidae","Oplegnathus","woodwardi",1
"2020-10_south-west_stereo-BRUVs","IO298","Pristiophoridae","Pristiophorus","cirratus",1
"2020-10_south-west_stereo-BRUVs","IO298","Scorpididae","Tilodon","sexfasciatus",1
"2020-10_south-west_stereo-BRUVs","IO298","Squalidae","Squalus","spp",1
"2020-10_south-west_stereo-BRUVs","IO298","Triakidae","Furgaleus","macki",1
"2020-10_south-west_stereo-BRUVs","IO299","Gerraidae","Parequula","elongata",1
"2020-10_south-west_stereo-BRUVs","IO299","Monacanthidae","Nelusetta","ayraud",8
"2020-10_south-west_stereo-BRUVs","IO299","Oplegnathidae","Oplegnathus","woodwardi",5
"2020-10_south-west_stereo-BRUVs","IO299","Platycephalidae","Platycephalus","spp",1
"2020-10_south-west_stereo-BRUVs","IO299","Scyliorhinidae","Asymbolus","occiduus",1
"2020-10_south-west_stereo-BRUVs","IO299","Squalidae","Squalus","spp",1
"2020-10_south-west_stereo-BRUVs","IO3","Aulopidae","Latropiscis","purpurissatus",1
"2020-10_south-west_stereo-BRUVs","IO3","Cheilodactylidae","Nemadactylus","valenciennesi",1
"2020-10_south-west_stereo-BRUVs","IO3","Labridae","Coris","auricularis",19
"2020-10_south-west_stereo-BRUVs","IO3","Labridae","Suezichthys","bifurcatus",3
"2020-10_south-west_stereo-BRUVs","IO3","Monacanthidae","Meuschenia","scaber",3
"2020-10_south-west_stereo-BRUVs","IO3","Monacanthidae","Nelusetta","ayraud",1
"2020-10_south-west_stereo-BRUVs","IO3","Mullidae","Parupeneus","chrysopleuron",1
"2020-10_south-west_stereo-BRUVs","IO3","Aracanidae","Caprichthys","gymnura",1
"2020-10_south-west_stereo-BRUVs","IO3","Parascylliidae","Parascyllium","variolatum",1
"2020-10_south-west_stereo-BRUVs","IO3","Serranidae","Caesioperca","spp",2
"2020-10_south-west_stereo-BRUVs","IO3","Tetraodontidae","Omegophora","armilla",1
"2020-10_south-west_stereo-BRUVs","IO3","Urolophidae","Trygonoptera","ovalis",1
"2020-10_south-west_stereo-BRUVs","IO300","Berycidae","Centroberyx","gerrardi",1
"2020-10_south-west_stereo-BRUVs","IO300","Callanthiidae","Callanthias","australis",13
"2020-10_south-west_stereo-BRUVs","IO300","Carangidae","Pseudocaranx","spp",3
"2020-10_south-west_stereo-BRUVs","IO300","Gerraidae","Parequula","elongata",1
"2020-10_south-west_stereo-BRUVs","IO300","Monacanthidae","Nelusetta","ayraud",8
"2020-10_south-west_stereo-BRUVs","IO302","Gerraidae","Parequula","elongata",5
"2020-10_south-west_stereo-BRUVs","IO302","Monacanthidae","Nelusetta","ayraud",6
"2020-10_south-west_stereo-BRUVs","IO302","Oplegnathidae","Oplegnathus","woodwardi",1
"2020-10_south-west_stereo-BRUVs","IO302","Squalidae","Squalus","spp",1
"2020-10_south-west_stereo-BRUVs","IO302","Triakidae","Furgaleus","macki",1
"2020-10_south-west_stereo-BRUVs","IO306","Carangidae","Pseudocaranx","spp",2
"2020-10_south-west_stereo-BRUVs","IO306","Carcharhinidae","Carcharhinus","spp",1
"2020-10_south-west_stereo-BRUVs","IO306","Monacanthidae","Nelusetta","ayraud",10
"2020-10_south-west_stereo-BRUVs","IO306","Oplegnathidae","Oplegnathus","woodwardi",1
"2020-10_south-west_stereo-BRUVs","IO306","Sparidae","Chrysophrys","auratus",1
"2020-10_south-west_stereo-BRUVs","IO307","Callanthiidae","Callanthias","australis",1
"2020-10_south-west_stereo-BRUVs","IO307","Carangidae","Pseudocaranx","spp",3
"2020-10_south-west_stereo-BRUVs","IO307","Gerraidae","Parequula","elongata",17
"2020-10_south-west_stereo-BRUVs","IO307","Labridae","Suezichthys","bifurcatus",1
"2020-10_south-west_stereo-BRUVs","IO307","Monacanthidae","Nelusetta","ayraud",14
"2020-10_south-west_stereo-BRUVs","IO307","Neosebastidae","Neosebastes","bougainvillii",1
"2020-10_south-west_stereo-BRUVs","IO307","Oplegnathidae","Oplegnathus","woodwardi",3
"2020-10_south-west_stereo-BRUVs","IO307","Pristiophoridae","Pristiophorus","cirratus",1
"2020-10_south-west_stereo-BRUVs","IO307","Rhinobatidae","Trygonorrhina","dumerilii",1
"2020-10_south-west_stereo-BRUVs","IO307","Scyliorhinidae","Asymbolus","occiduus",2
"2020-10_south-west_stereo-BRUVs","IO307","Squalidae","Squalus","spp",3
"2020-10_south-west_stereo-BRUVs","IO307","Triglidae","Pterygotrigla","polyommata",1
"2020-10_south-west_stereo-BRUVs","IO308","Carangidae","Pseudocaranx","spp",1
"2020-10_south-west_stereo-BRUVs","IO308","Carcharhinidae","Carcharhinus","plumbeus",1
"2020-10_south-west_stereo-BRUVs","IO308","Labridae","Bodianus","vulpinus",1
"2020-10_south-west_stereo-BRUVs","IO308","Monacanthidae","Nelusetta","ayraud",9
"2020-10_south-west_stereo-BRUVs","IO308","Ostraciidae","Aracana","aurita",1
"2020-10_south-west_stereo-BRUVs","IO308","Squalidae","Squalus","spp",1
"2020-10_south-west_stereo-BRUVs","IO308","Triakidae","Furgaleus","macki",1
"2020-10_south-west_stereo-BRUVs","IO310","Aulopidae","Latropiscis","purpurissatus",2
"2020-10_south-west_stereo-BRUVs","IO310","Dasyatidae","Bathytoshia","brevicaudata",1
"2020-10_south-west_stereo-BRUVs","IO310","Labridae","Coris","auricularis",29
"2020-10_south-west_stereo-BRUVs","IO310","Labridae","Suezichthys","bifurcatus",2
"2020-10_south-west_stereo-BRUVs","IO310","Monacanthidae","Meuschenia","scaber",2
"2020-10_south-west_stereo-BRUVs","IO310","Monacanthidae","Nelusetta","ayraud",1
"2020-10_south-west_stereo-BRUVs","IO310","Mullidae","Parupeneus","chrysopleuron",2
"2020-10_south-west_stereo-BRUVs","IO310","Oplegnathidae","Oplegnathus","woodwardi",1
"2020-10_south-west_stereo-BRUVs","IO310","Aracanidae","Anoplocapros","lenticularis",1
"2020-10_south-west_stereo-BRUVs","IO310","Sparidae","Chrysophrys","auratus",2
"2020-10_south-west_stereo-BRUVs","IO311","Aulopidae","Latropiscis","purpurissatus",1
"2020-10_south-west_stereo-BRUVs","IO311","Labridae","Coris","auricularis",8
"2020-10_south-west_stereo-BRUVs","IO311","Labridae","Suezichthys","bifurcatus",10
"2020-10_south-west_stereo-BRUVs","IO311","Monacanthidae","Nelusetta","ayraud",1
"2020-10_south-west_stereo-BRUVs","IO311","Muraenidae","Gymnothorax","woodwardi",1
"2020-10_south-west_stereo-BRUVs","IO311","Oplegnathidae","Oplegnathus","woodwardi",5
"2020-10_south-west_stereo-BRUVs","IO311","Parascylliidae","Parascyllium","variolatum",1
"2020-10_south-west_stereo-BRUVs","IO311","Serranidae","Caesioperca","spp",3
"2020-10_south-west_stereo-BRUVs","IO311","Sparidae","Chrysophrys","auratus",4
"2020-10_south-west_stereo-BRUVs","IO312","Labridae","Bodianus","frenchii",1
"2020-10_south-west_stereo-BRUVs","IO312","Labridae","Coris","auricularis",12
"2020-10_south-west_stereo-BRUVs","IO312","Labridae","Eupetrichthys","angustipes",1
"2020-10_south-west_stereo-BRUVs","IO312","Labridae","Suezichthys","bifurcatus",2
"2020-10_south-west_stereo-BRUVs","IO312","Monacanthidae","Eubalichthys","bucephalus",1
"2020-10_south-west_stereo-BRUVs","IO312","Monacanthidae","Meuschenia","scaber",2
"2020-10_south-west_stereo-BRUVs","IO312","Mullidae","Parupeneus","chrysopleuron",3
"2020-10_south-west_stereo-BRUVs","IO312","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","IO312","Neosebastidae","Neosebastes","pandus",1
"2020-10_south-west_stereo-BRUVs","IO312","Aracanidae","Caprichthys","gymnura",1
"2020-10_south-west_stereo-BRUVs","IO312","Pinguipedidae","Parapercis","ramsayi",1
"2020-10_south-west_stereo-BRUVs","IO312","Scorpididae","Neatypus","obliquus",5
"2020-10_south-west_stereo-BRUVs","IO312","Serranidae","Caesioperca","spp",7
"2020-10_south-west_stereo-BRUVs","IO312","Sparidae","Chrysophrys","auratus",2
"2020-10_south-west_stereo-BRUVs","IO313","Carangidae","Pseudocaranx","spp",7
"2020-10_south-west_stereo-BRUVs","IO313","Monacanthidae","Nelusetta","ayraud",14
"2020-10_south-west_stereo-BRUVs","IO313","Oplegnathidae","Oplegnathus","woodwardi",1
"2020-10_south-west_stereo-BRUVs","IO313","Squalidae","Squalus","spp",1
"2020-10_south-west_stereo-BRUVs","IO319","Carangidae","Pseudocaranx","spp",1
"2020-10_south-west_stereo-BRUVs","IO319","Monacanthidae","Nelusetta","ayraud",8
"2020-10_south-west_stereo-BRUVs","IO319","Squalidae","Squalus","spp",1
"2020-10_south-west_stereo-BRUVs","IO319","Triglidae","Pterygotrigla","polyommata",3
"2020-10_south-west_stereo-BRUVs","IO323","Carangidae","Pseudocaranx","spp",1
"2020-10_south-west_stereo-BRUVs","IO323","Monacanthidae","Nelusetta","ayraud",10
"2020-10_south-west_stereo-BRUVs","IO323","Mullidae","Parupeneus","chrysopleuron",1
"2020-10_south-west_stereo-BRUVs","IO323","Oplegnathidae","Oplegnathus","woodwardi",2
"2020-10_south-west_stereo-BRUVs","IO324","Carangidae","Pseudocaranx","spp",1
"2020-10_south-west_stereo-BRUVs","IO324","Monacanthidae","Nelusetta","ayraud",9
"2020-10_south-west_stereo-BRUVs","IO324","Oplegnathidae","Oplegnathus","woodwardi",1
"2020-10_south-west_stereo-BRUVs","IO324","Scyliorhinidae","Asymbolus","occiduus",1
"2020-10_south-west_stereo-BRUVs","IO325","Berycidae","Centroberyx","gerrardi",2
"2020-10_south-west_stereo-BRUVs","IO325","Labridae","Coris","auricularis",18
"2020-10_south-west_stereo-BRUVs","IO325","Labridae","Suezichthys","bifurcatus",1
"2020-10_south-west_stereo-BRUVs","IO325","Monacanthidae","Nelusetta","ayraud",3
"2020-10_south-west_stereo-BRUVs","IO325","Oplegnathidae","Oplegnathus","woodwardi",2
"2020-10_south-west_stereo-BRUVs","IO325","Aracanidae","Anoplocapros","lenticularis",1
"2020-10_south-west_stereo-BRUVs","IO325","Scombridae","Unknown","spp",2
"2020-10_south-west_stereo-BRUVs","IO325","Scorpididae","Neatypus","obliquus",7
"2020-10_south-west_stereo-BRUVs","IO325","Serranidae","Caesioperca","spp",5
"2020-10_south-west_stereo-BRUVs","IO325","Sparidae","Chrysophrys","auratus",7
"2020-10_south-west_stereo-BRUVs","IO325","Triakidae","Furgaleus","macki",1
"2020-10_south-west_stereo-BRUVs","IO326","Berycidae","Centroberyx","sp1",19
"2020-10_south-west_stereo-BRUVs","IO326","Labridae","Bodianus","vulpinus",2
"2020-10_south-west_stereo-BRUVs","IO326","Monacanthidae","Meuschenia","scaber",2
"2020-10_south-west_stereo-BRUVs","IO326","Monacanthidae","Nelusetta","ayraud",4
"2020-10_south-west_stereo-BRUVs","IO326","Neosebastidae","Neosebastes","nigropunctatus",3
"2020-10_south-west_stereo-BRUVs","IO326","Oplegnathidae","Oplegnathus","woodwardi",4
"2020-10_south-west_stereo-BRUVs","IO326","Scorpididae","Neatypus","obliquus",9
"2020-10_south-west_stereo-BRUVs","IO326","Sparidae","Chrysophrys","auratus",1
"2020-10_south-west_stereo-BRUVs","IO327","Aulopidae","Latropiscis","purpurissatus",1
"2020-10_south-west_stereo-BRUVs","IO327","Berycidae","Centroberyx","sp1",16
"2020-10_south-west_stereo-BRUVs","IO327","Callanthiidae","Callanthias","australis",1
"2020-10_south-west_stereo-BRUVs","IO327","Carangidae","Pseudocaranx","spp",1
"2020-10_south-west_stereo-BRUVs","IO327","Carangidae","Seriola","lalandi",2
"2020-10_south-west_stereo-BRUVs","IO327","Cheilodactylidae","Nemadactylus","valenciennesi",1
"2020-10_south-west_stereo-BRUVs","IO327","Dasyatidae","Bathytoshia","brevicaudata",1
"2020-10_south-west_stereo-BRUVs","IO327","Glaucosomatidae","Glaucosoma","hebraicum",1
"2020-10_south-west_stereo-BRUVs","IO327","Labridae","Bodianus","frenchii",1
"2020-10_south-west_stereo-BRUVs","IO327","Labridae","Coris","auricularis",3
"2020-10_south-west_stereo-BRUVs","IO327","Labridae","Pseudolabrus","biserialis",1
"2020-10_south-west_stereo-BRUVs","IO327","Labridae","Suezichthys","bifurcatus",4
"2020-10_south-west_stereo-BRUVs","IO327","Lethrinidae","Gymnocranius","grandoculis",1
"2020-10_south-west_stereo-BRUVs","IO327","Monacanthidae","Meuschenia","galii",2
"2020-10_south-west_stereo-BRUVs","IO327","Monacanthidae","Nelusetta","ayraud",5
"2020-10_south-west_stereo-BRUVs","IO327","Oplegnathidae","Oplegnathus","woodwardi",1
"2020-10_south-west_stereo-BRUVs","IO327","Orectolobidae","Orectolobus","spp",1
"2020-10_south-west_stereo-BRUVs","IO327","Scorpididae","Neatypus","obliquus",7
"2020-10_south-west_stereo-BRUVs","IO327","Serranidae","Epinephelides","armatus",1
"2020-10_south-west_stereo-BRUVs","IO327","Sparidae","Chrysophrys","auratus",3
"2020-10_south-west_stereo-BRUVs","IO328","Carangidae","Seriola","hippos",1
"2020-10_south-west_stereo-BRUVs","IO328","Gerreidae","Parequula","melbournensis",4
"2020-10_south-west_stereo-BRUVs","IO328","Labridae","Coris","auricularis",4
"2020-10_south-west_stereo-BRUVs","IO328","Labridae","Ophthalmolepis","lineolatus",16
"2020-10_south-west_stereo-BRUVs","IO328","Labridae","Pseudolabrus","biserialis",10
"2020-10_south-west_stereo-BRUVs","IO328","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","IO328","Myliobatidae","Myliobatis","tenuicaudatus",1
"2020-10_south-west_stereo-BRUVs","IO328","Labridae","Heteroscarus","acroptilus",1
"2020-10_south-west_stereo-BRUVs","IO328","Orectolobidae","Orectolobus","spp",1
"2020-10_south-west_stereo-BRUVs","IO328","Pomacentridae","Chromis","klunzingeri",5
"2020-10_south-west_stereo-BRUVs","IO328","Scorpididae","Neatypus","obliquus",10
"2020-10_south-west_stereo-BRUVs","IO328","Sparidae","Chrysophrys","auratus",4
"2020-10_south-west_stereo-BRUVs","IO329","Carangidae","Pseudocaranx","spp",1
"2020-10_south-west_stereo-BRUVs","IO329","Monacanthidae","Nelusetta","ayraud",9
"2020-10_south-west_stereo-BRUVs","IO329","Neosebastidae","Neosebastes","nigropunctatus",1
"2020-10_south-west_stereo-BRUVs","IO329","Oplegnathidae","Oplegnathus","woodwardi",1
"2020-10_south-west_stereo-BRUVs","IO329","Squalidae","Squalus","spp",1
"2020-10_south-west_stereo-BRUVs","IO330","Carangidae","Pseudocaranx","spp",5
"2020-10_south-west_stereo-BRUVs","IO330","Labridae","Suezichthys","bifurcatus",3
"2020-10_south-west_stereo-BRUVs","IO330","Monacanthidae","Nelusetta","ayraud",11
"2020-10_south-west_stereo-BRUVs","IO330","Oplegnathidae","Oplegnathus","woodwardi",1
"2020-10_south-west_stereo-BRUVs","IO330","Triakidae","Furgaleus","macki",1
"2020-10_south-west_stereo-BRUVs","IO330","Triglidae","Pterygotrigla","polyommata",1
"2020-10_south-west_stereo-BRUVs","IO331","Berycidae","Centroberyx","sp1",55
"2020-10_south-west_stereo-BRUVs","IO331","Carangidae","Pseudocaranx","spp",3
"2020-10_south-west_stereo-BRUVs","IO331","Enoplosidae","Enoplosus","armatus",2
"2020-10_south-west_stereo-BRUVs","IO331","Labridae","Coris","auricularis",1
"2020-10_south-west_stereo-BRUVs","IO331","Monacanthidae","Nelusetta","ayraud",8
"2020-10_south-west_stereo-BRUVs","IO331","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","IO331","Neosebastidae","Neosebastes","nigropunctatus",3
"2020-10_south-west_stereo-BRUVs","IO331","Oplegnathidae","Oplegnathus","woodwardi",3
"2020-10_south-west_stereo-BRUVs","IO331","Platycephalidae","Platycephalus","spp",1
